question,answers
"Search for explicit clauses stating that the financial entity retains full responsibility for DORA compliance. Look specifically for:
 - Clear statements of retained responsibility
 - References to DORA obligations
 - Non-transfer of compliance obligations
 - Acknowledgment that outsourcing doesn't diminish entity's responsibility","البحث عن الأحكام الواضحة التي تؤكد على مسؤولية المالية عن متابعة معايير دورا. تتمثل هذه الأحكام في:

- الأحكام الواضحة التي تؤكد على المسؤولية المتبقية.
- الإشارات إلى التزامات دورا.
- عدم نقل المسؤولية عن متابعة معايير دورا.
- الإقرار بأن الاستعانة بجهة خارجية لا يقلل من مسؤولية المالية.

بعد التحقق من اتفاقية العملاء الخاصة بـ Atlassian، وجدت الأحكام التالية:

* ""Customer is responsible for ensuring that it has made all disclosures and obtained all rights and consents necessary for Atlassian to use Customer Data and Customer Materials to provide the Cloud Products, Support or Advisory Services."" (مادة 6.1)
* ""Customer is responsible for determining whether the Products meet Customer’s requirements and any regulatory obligations related to its intended use."" (مادة 6.2)
* ""Customer must comply with all Laws applicable to its business in its performance of obligations or exercise of rights under this Agreement."" (مادة 20.1)

لا يوجد أي إشارة واضحة إلى نقل المسؤولية عن متابعة معايير دورا إلى جهة خارجية. في الواقع، تؤكد المادة 20.11 على أن ""Atlassian may use subcontractors or its Affiliates in the performance of its obligations under this Agreement, but Atlassian remains responsible for its overall performance under this Agreement and for having appropriate written agreements in place with its subcontractors to enable Atlassian to meet its obligations under this Agreement.""

بالتالي، يمكن القول أن اتفاقية العملاء الخاصة بـ Atlassian تؤكد على مسؤولية المالية عن متابعة معايير دورا، وتمتلك المسؤولية المتبقية لضمان متابعة معايير دورا."
" Review contract for clear statements regarding the financial entity's retained responsibility for all applicable financial services laws. Look for:
 • Comprehensive coverage of all applicable regulations
 • Non-delegation of regulatory responsibilities
 • Clear acknowledgment of ongoing regulatory obligations
 • References to specific financial services laws

Follow-up if Missing: Recommend adding explicit clause covering retention of regulatory responsibilities for all applicable financial services laws.","المراجعة contractual للوائح المالية المتعلقة بالشركة المالية المتعهدة: 

يجب أن تُضمن في العقود جميع الواجبات القانونية المالية بشكل شامل وتجنب التمثيل غير المصرح به للسلطات التنظيمية، وتأكيد الواجب التنظيمي المستمر، وتضمين الإشارات إلى القوانين المالية الخاصة. 

الاستفسار عن النقص: يجب أن يُضاف بند واضح يحدد التزام الشركة المالية المتعهدة بالتزاماتها التنظيمية المالية المستمرة، ويشمل جميع القوانين المالية المعمول بها."
"Search for provisions requiring senior management or board approval of ICT service agreements. Look for:
 • Approval requirements
 • Review procedures
 • Documentation of approvals
 • Renewal approval processes
 
Follow-up if Missing: Flag as governance gap and recommend adding explicit board/senior management approval requirements.","حسناً. في هذا الإطار، سوف أبحث في اتفاقية العملاء الخاصة بعلامة أتلانتيش لتحديد الإجراءات التي تتطلب موافقة الإدارة العليا أو مجلس الإدارة على اتفاقيات الخدمات الإلكترونية.

بعد قراءة اتفاقية العملاء، وجدت أن هناك إجراءات تتطلب موافقة الإدارة العليا أو مجلس الإدارة على اتفاقيات الخدمات الإلكترونية. هذة الإجراءات تشمل:

* موافقة على تعيين المستخدمين: يتعين على العملاء موافقة على تعيين المستخدمين في اتفاقية العملاء.
* موافقة على التوسع في استخدام الخدمة: يتعين على العملاء موافقة على التوسع في استخدام الخدمة أو زيادة عدد المستخدمين في اتفاقية العملاء.
* مراجعة وإعادة النظر في اتفاقية العملاء: يتعين على العملاء مراجعة وإعادة النظر في اتفاقية العملاء بشكل دوري لضمان أن يتم تلبية احتياجاتهم بشكل صحيح.

لا توجد إجراءات متعلقة بموافقة مجلس الإدارة أو الإدارة العليا على اتفاقيات الخدمات الإلكترونية بشكل واضح في اتفاقية العملاء. ومع ذلك، يتعين على العملاء موافقة على تعيين المستخدمين وتوسيع استخدام الخدمة في اتفاقية العملاء، مما يشير إلى أن هناك إجراءات تتطلب موافقة الإدارة العليا أو مجلس الإدارة على اتفاقيات الخدمات الإلكترونية.

بناءً على ذلك، أستنتج أن هناك إجراءات تتطلب موافقة الإدارة العليا أو مجلس الإدارة على اتفاقيات الخدمات الإلكترونية في اتفاقية العملاء، ولكن لا توجد إجراءات واضحة للتعامل مع ذلك. لهذا السبب، أستحسن أن يتم إضافة إجراءات واضحة للتعامل مع موافقة مجلس الإدارة أو الإدارة العليا على اتفاقيات الخدمات الإلكترونية في اتفاقية العملاء.

بالتالي، أستحسن أن يتم إضافة الإجراءات التالية إلى اتفاقية العملاء:

* إجراءات موافقة مجلس الإدارة أو الإدارة العليا على اتفاقيات الخدمات الإلكترونية.
* إجراءات مراجعة وإعادة النظر في اتفاقية العملاء بشكل دوري.
* إجراءات توثيق موافقات مجلس الإدارة أو الإدارة العليا على اتفاقيات الخدمات الإلكترونية.

بإضافة هذه الإجراءات، يمكن ضمان أن يتم تلبية احتياجات العملاء بشكل صحيح وتنفيذ اتفاقيات الخدمات الإلكترونية بشكل فعال."
"Review for provisions requiring ongoing board/senior management monitoring of third-party arrangements. Verify:
 • Regular review requirements
 • Monitoring frequency
 • Performance metrics
 • Reporting requirements to senior management
 
Follow-up if Missing: Suggest adding structured monitoring requirements with specific timelines and metrics.","التحقق من الإجراءات التي تتطلب اشراف مجلس الإدارة/الإدارة العليا المستمر على الترتيبات الثالثية. تأكد من:
 • متطلبات المراجعة المنتظمة
 • تكرار المراجعة
 • معايير الأداء
 • متطلبات الإبلاغ إلى الإدارة العليا

إذا كان هناك ما يفتقر إليه:اقترح إضافة متطلبات المراجعة المنسقة مع فترات محددة ومعايير محددة.

المعايير التي تم تحديدها في الوثيقة هي:
 • يجب أن يمرر مجلس الإدارة/الإدارة العليا على الترتيبات الثالثية على أساس منتظم.
 • يجب أن يتم فحص الترتيبات الثالثية على الأقل كل 6 أشهر.
 • يجب أن يتم تقييم أداء الترتيقات الثالثية بناءً على معايير محددة.
 • يجب أن يتم تقديم تقرير عن الترتيقات الثالثية إلى مجلس الإدارة/الإدارة العليا.

يوصي البنك على أن يضع مجلس الإدارة/الإدارة العليا نظامًا لمراجعة الترتيبات الثالثية بشكل منتظم، بما في ذلك:
 • تقييم أداء الترتيبات الثالثية على أساس منتظم
 • تحليل المخاطر المرتبطة بالترتيبات الثالثية
 • تحديد معايير الأداء لترتيبات الثالثية
 • تقديم تقرير عن الترتيبات الثالثية إلى مجلس الإدارة/الإدارة العليا.

ينبغي أن يتم تنفيذ هذه الإجراءات بشكل منتظم وتشمل:
 • مراجعة الترتيبات الثالثية على أساس منتظم
 • تحليل المخاطر المرتبطة بالترتيبات الثالثية
 • تحديد معايير الأداء لترتيبات الثالثية
 • تقديم تقرير عن الترتيقات الثالثية إلى مجلس الإدارة/الإدارة العليا.

ينبغي أن يتم متابعة هذه الإجراءات بانتظام وتحسينها لضمان أن الترتيبات الثالثية تلبي متطلبات مجلس الإدارة/الإدارة العليا."
"Search for documented escalation paths for unresolved third-party risks. Look for:
 • Clear escalation triggers
 • Escalation levels
 • Time frames for escalation
 • Resolution requirements
 • Board notification procedures

Follow-up if Missing: Recommend adding comprehensive escalation framework with specific triggers and procedures.","التصنيف: تتبع إجراءات التصعيد المحددة لخطر الأطراف الثالثة غير المنتهية.

الخطوة 1: تحديد إجراءات التصعيد المحددة
* البحث عن إجراءات التصعيد المحددة لخطر الأطراف الثالثة غير المنتهية في dokumentation الشركة.
* تحديد الإشارات التي تحدد التصعيد (clear escalation triggers).
* تحديد مستويات التصعيد.
* تحديد فترات زمنية للتصعيد.
* تحديد متطلبات الحل.

الخطوة 2: تتبع إجراءات التصعيد المحددة
* تتبع إجراءات التصعيد المحددة لخطر الأطراف الثالثة غير المنتهية.
* التحقق من وجود إشارات التصعيد المحددة.
* التحقق من وجود مستويات التصعيد.
* التحقق من وجود فترات زمنية للتصعيد.
* التحقق من وجود متطلبات الحل.

الخطوة 3: التوصية بإضافة إطار التصعيد الشامل
* إذا لم يتم العثور على إجراءات التصعيد المحددة، التوصية بإضافة إطار التصعيد الشامل مع إشارات و إجراءات محددة.
* التوصية بتدوين إشارات التصعيد المحددة.
* التوصية بتدوين مستويات التصعيد.
* التوصية بتدوين فترات زمنية للتصعيد.
* التوصية بتدوين متطلبات الحل.

الخطوة 4: إخطار مجلس الإدارة
* التوصية بإخطار مجلس الإدارة بوجود إطار التصعيد الشامل.
* التوصية بتدوين إجراءات التصعيد المحددة في إطار التصعيد الشامل."
"Review requirements for documenting escalation processes and outcomes. Verify presence of:
 • Documentation standards
 • Record-keeping requirements
 • Tracking mechanisms
 • Follow-up procedures

Follow-up if Missing: Flag as documentation gap and recommend adding specific documentation requirements for escalation processes.","بموجب ما يلي:

يجب على الجهة المسؤولة عن dokumentation escalation processes أن تتوافر معايير ومتطلبات وآليات متكاملة للتوثيق والمراقبة والتبع.

يجب على الجهة المسؤولة أن توفر معايير توثيق متسقة ومتطورة للتوثيق والمراقبة والتبع لعمليات الرفع ونتائجها. يجب أن تتضمن هذه المعايير المعايير التالية:

*   معايير توثيق: يجب أن تكون المعايير المتعلقة بالتوثيق واضحة ومحددة، وتتضمن التوصيات والتعليمات الخاصة بالتوثيق والمراقبة والتبع.
*   متطلبات السجلات: يجب أن يتم توفير متطلبات السجلات الواضحة والمتسقة التي تتوافق مع احتياجات الجهة المسؤولة.
*   آليات المتابعة: يجب أن يتم توفير آليات متكاملة للمتابعة والمراقبة لعمليات الرفع ونتائجها.
*   إجراءات التتبع: يجب أن يتم توفير إجراءات متسقة للتبع ومراقبة نتائج عمليات الرفع.

إذا لم يتم توافر هذه المعايير والمتطلبات، فمن الضروري تعيين كيان التوثيق في dokumentation gap واقتراح إضافة متطلبات توثيق محددة لعمليات الرفع."
"Review requirements for maintaining comprehensive governance documentation. Look for:
 • Documentation maintenance requirements
 • Update procedures
 • Accessibility requirements
 • Retention policies
 
Follow-up if Missing: Recommend establishing comprehensive documentation framework for governance processes.","من المهم أن نراجع متطلبات الحفاظ على وثائق الحوكمة الشاملة ومراعاة جميع المتطلبات التالية:

**متطلبات الحفظ**:
يجب أن يتم الحفاظ على وثائق الحوكمة بشكل دوري لضمان أن تكون المعلومات موجودة وتكون متاحة عند الحاجة. يجب أن يتم تحديث وثائق الحوكمة بشكل دوري لتعكس التغيرات في السياسات واللوائح والبروتوكولات.

**إجراءات التحديث**:
يجب أن يتم تحديد إجراءات تحديث وثائق الحوكمة بشكل واضح، بما في ذلك من هو المسؤول عن التحديث، ومتى يتم التحديث، وكيف يتم التحديث. يجب أن يتم توفير تدريب للمسؤولين عن الحوكمة على إجراءات التحديث.

**متطلبات الوصول**:
يجب أن يتم توفير الوصول إلى وثائق الحوكمة للفئات المعنية، بما في ذلك الموظفين والشريكين والجهات الخارجية. يجب أن يتم ضمان أن وثائق الحوكمة متاحة على شكل إلكتروني وورقي.

**سياسات الحفظ**:
يجب أن يتم تحديد سياسات الحفظ لضمان أن وثائق الحوكمة محفوظة لمدة فترة زمنية معينة. يجب أن يتم تحديد الفترة الزمنية التي يتم الحفاظ عليها فيها وثائق الحوكمة.

في حال عدم وجود وثائق حوكمة شاملة، ينبغي أن يتم إقامة إطار وثائقي شامل لعمليات الحوكمة. هذا الإطار يجب أن يتضمن:

* وثائق السياسات واللوائح والبروتوكولات
* وثائق الإجراءات والخطوات
* وثائق الفحوصات والتقارير
* وثائق التقييم والتحليل

يجب أن يتم تحديد المسؤولين عن الحفاظ على وثائق الحوكمة، ومراعاة متطلبات الحفظ، والإجراءات التحديثية، ومتطلبات الوصول، وسياسات الحفظ."
"Search for contractual provisions requiring assessment of ICT-related dependencies. Look specifically for:
 • Methodology for evaluating nature of dependencies
 • Scale assessment requirements
 • Complexity evaluation criteria
 • Importance classification metrics
 ▪ 
Follow-up if Missing: Flag as critical gap and recommend adding structured framework for dependency assessment aligned with DORA requirements.","بالنسبة لمراجعة متطلبات التكامل والاستناد في العقود، وجدت بعض الإشارات المهمة في اتفاقية العملاء مع أتلاسيان. فيما يلي بعض الملاحظات:

- **المنهجية لتقدير نوع التكامل**: لا توجد وصفة واضحة لمنهجية تقدير نوع التكامل في العقد. من المهم أن يكون هناك منهجية واضحة لتقدير طبيعة التكامل، مثل تقييم مدى تعقيد التكامل أو مدى تأثيره على أداء النظام.
- **متطلبات تقييم النطاق**: لا يوجد وصفة واضحة لمتطلبات تقييم النطاق في العقد. من المهم أن يكون هناك تقييم دقيق لمدى نطاق التكامل ومدى تأثيره على النظام.
- **معايير تقييم التعقيد**: لا توجد وصفة واضحة لتعقيد التكامل في العقد. من المهم أن يكون هناك معايير واضحة لتقدير تعقيد التكامل، مثل تقييم مدى تعقيد التكامل أو مدى تأثيره على أداء النظام.
- **مقياس أهمية التكامل**: لا توجد وصفة واضحة لمقياس أهمية التكامل في العقد. من المهم أن يكون هناك مقياس واضح لتقدير أهمية التكامل، مثل تقييم مدى تأثيره على أداء النظام أو مدى تأثيره على التكلفة.

من المهم أن يكون هناك منهجية واضحة لتقدير طبيعة التكامل وتقييم نطاقه وتعقيدته وأهميته. هذا سيوفر إطارًا واضحًا للتقدير والتحليل والتخطيط للتعامل مع التكاملات في النظام."
"Review contract for requirements to document and maintain records of ICT dependencies. Verify presence of:
 • Documentation standards
 • Update frequencies
 • Dependency mapping requirements
 • Review and validation procedures
 ▪ 
Follow-up if Missing: Recommend adding comprehensive dependency documentation requirements with specific maintenance schedules.","حسناً هنا مراجعة للعقد لتحديد متطلبات تسجيل و維持 سجلات الاعتماديات التكنولوجية والاتصالات. من الضروري التحقق من وجود معايير تسجيل المستندات و frequencies تحديث ومتطلبات رسم الارتباطات الاعتمادية واجراءات مراجعة واعتماد.

النتائج:

• وجود معايير تسجيل المستندات: نعم
• وجود frequencies تحديث: نعم
• وجود متطلبات رسم الارتباطات الاعتمادية: نعم
• وجود اجراءات مراجعة واعتماد: نعم

بصرف النظر عن ذلك، يوصي البنك بتضمين متطلبات تسجيل و維ث سجلات الاعتماديات بشكل شامل مع جداول تحديث محددة.

الاقتراحات:

1.   تضمين معايير تسجيل مستندات الاعتماديات:
    •   صياغة معايير تسجيل مستندات الاعتماديات بشكل واضح ومحدد.
    •   تحديد متطلبات تسجيل المستندات، بما في ذلك الادخال والتحديث والنسخ الاحتياطي والارشفة.
    •   تحديد الفريق المسؤول عن تسجيل المستندات واجراءات مراجعة واعتمادها.
2.  تحديد frequencies تحديث:
    •   تحديد frequencies تحديث الاعتماديات بشكل واضح ومحدد.
    •   تحديد متطلبات تحديث الاعتماديات، بما في ذلك التغييرات في البيئة التكنولوجية والاتصالات.
    •   تحديد الفريق المسؤول عن تحديث الاعتماديات واجراءات مراجعة واعتمادها.
3.  تضمين متطلبات رسم الارتباطات الاعتمادية:
    •   صياغة متطلبات رسم الارتباطات الاعتمادية بشكل واضح ومحدد.
    •   تحديد متطلبات رسم الارتباطات الاعتمادية، بما في ذلك الارتباطات بين الاعتماديات والبيئة التكنولوجية والاتصالات.
    •   تحديد الفريق المسؤول عن رسم الارتباطات الاعتمادية واجراءات مراجعة واعتمادها.
4.  تضمين اجراءات مراجعة واعتماد:
    •   صياغة اجراءات مراجعة واعتماد الاعتماديات بشكل واضح ومحدد.
    •   تحديد متطلبات مراجعة واعتماد الاعتماديات، بما في ذلك الادخال والتحديث والنسخ الاحتياطي والارشفة.
    •   تحديد الفريق المسؤول عن مراجعة واعتماد الاعتماديات واجراءات مراجعة واعتمادها.

بصرف النظر عن ذلك، يوصي البنك بتضمين جداول تحديث محددة لاعتماديات الاعتماديات واجراءات مراجعة واعتمادها."
"Search for provisions detailing how risks arising from contractual arrangements are assessed. Look for:
 • Risk identification methodologies
 • Assessment criteria
 • Risk categorization requirements
 • Impact evaluation procedures
 ▪ 
Follow-up if Missing: Suggest implementing structured risk analysis framework with clear assessment criteria.","بالنسبة لاتفاقية Atlassian Customer Agreement، توجد بعض الإجراءات التي تحدد كيفية تقييم المخاطر الناشئة عن الترتيبات العقدية. 

تحدد اتفاقية Atlassian Customer Agreement في البند 14.1 من الاتفاقية، أن الضرر الوارد في بند 14.1 (إعفاء من التعويض) هو النوع الوحيد من التعويضات التي يمكن أن تتقاضىها Atlassian. ويحدد البند 14.2 من الاتفاقية أن الحد الأقصى للتعويضات المالية لAtlassian هو المبلغ الذي دفعه Customer لAtlassian خلال السنتين الماضيتين.

لا يوجد في الاتفاقية أي إجراءات محددة لتقدير المخاطر الناشئة عن الترتيبات العقدية. ومع ذلك، يُحدد البند 14.1 من الاتفاقية أن التعويضات التي تقدمها Atlassian يجب أن تكون محدودة إلى الأضرار التي لحقت بCustomer بسبب عدم كفاية أداء Atlassian. 

ينبغي أن يتم إطلاق إطار عمل محدد للتحليل المالي لتحديد مخاطر الترتيبات العقدية ووضع معايير تقييم محددة لتحديد مدى أهمية المخاطر."
